Name;Id;TextStraDllId;New game sector;Rescaled X;Rescaled Y;Core/Rim;PictureId;EncyclopediaDescription
Tython;148;11848;Deep Core;393;439;Core;182;"Tython (L-10, Deep Core, 0 hyperlane)
Geology: Planet, Temperate, Forests, Grasslands, Mountains
Species: Flesh Raider (native), ...
Economy: -
History: Tython maintains its significance as an ancient, mystical world steeped in the Force's origins. Home to ruins of ancient temples, the planet's historical importance attracted the interest of both scholars and Force-sensitive individuals. The remote and mysterious nature of Tython kept it relatively untouched by the larger galactic conflict, allowing the remnants of its storied past to remain undisturbed. While the destruction of the Death Star brought about significant changes in the galaxy, Tython continued to serve as a symbolic bastion of the Force's ancient roots and an enduring testament to its history.
Sources: The Mandalorian, SWTOR
"
Wellspring of Life;149;11849;Deep Core;389;458;Core;188;"Wellspring of Life (L-11, Deep Core, 0 hyperlane)
Geology: Planet, Temperate, Deserts, Jungles
Species: Midi-chlorian (native) 
Economy: -
History: Wellspring of Life remains an enigmatic and largely unexplored location. Known for its connection to the origin of the Force, this place held profound spiritual significance for those attuned to its power. Despite the momentous events unfolding in the galaxy, the Wellspring of Life remained undisturbed by the wider conflicts. Shrouded in mystery, it retained its unique status as a source of wisdom and enlightenment for those rare individuals who sought to understand the deeper nature of the Force, and continued to serve as a spiritual beacon amid the turmoil of the era.
Sources: Clone Wars
"
Boz Pity;150;11856;Hutt Space;779;371;Core;20;"Boz Pity (S-9, Hutt Space, 2 hyperlanes)
Geology: Planet, Canyons, Deserts, Mountains, Plains
Species: Gargantelle (native)
Economy: -
History: Boz Pity experienced notable developments. The native inhabitants endured a period of upheaval due to shifting political alliances and power struggles. A notable increase in off-world visitors contributed to the growth of local infrastructure and culture, bringing both economic opportunities and challenges. Meanwhile, the planet's unique burial traditions attracted attention, as well as illicit activities by various factions. Although tensions persisted, Boz Pity continued to evolve as a crossroads for diverse beings and interests, shaping its trajectory for years to come.
Sources: Rebels, Atlas"
Eadu;151;11857;Hutt Space;827;404;Core;53;"Eadu (U-10, Hutt Space, 2 hyperlanes)
Geology: Planet, Stormy, Rocky
Species: -
Economy: -
History: Eadu, known for its stormy weather and treacherous landscape, was the site of an Imperial research facility dedicated to advanced weaponry development. After the destruction of the first Death Star, the Empire scrambled to recover and maintain control over their scattered assets, including the research facility on Eadu. Despite the heightened security, Eadu's facility became a target for multiple skirmishes and espionage missions by the Rebel Alliance, who sought to disrupt the Empire's efforts to rebuild their devastating weapon. As a result, Eadu saw increased military presence, fortification, and a higher frequency of covert operations. Simultaneously, Eadu's native population faced greater oppression and exploitation under the Empire's tightening grip.
Sources: Rogue One"
Formos;152;11858;Hutt Space;827;384;Core;65;"Formos (T-10,Hutt Space, 4 hyperlanes)
Geology: Planet
Species: Many species (native)
Economy: -
History: Formos continues to serve as a haven for outlaws, smugglers, and other denizens of the galaxy's underworld. The tumultuous period in galactic history provided ample opportunities for those willing to exploit the chaos, and Formos became a prime location for illicit activities and black market dealings. Despite its reputation, Formos also played a role in facilitating the exchange of information and resources between various factions, as its inhabitants possessed valuable knowledge and connections. As a result, Formos maintained a unique position in the galaxy, both as a center for criminal enterprise and as a conduit for information vital to the ongoing struggle against the Empire.
Sources: Atlas"
Honoghr;153;11859;Hutt Space;807;400;Core;73;"Honoghr (T-10, Hutt Space, 1 hyperlane)
Geology: Planet, Temperate, Desert Plains, Rainforests
Species: Noghri (native), Rakata
Economy: Food, Medicine, Tech, Water, Assassins, Bodyguards
History: Honoghr is under the control of the Galactic Empire. Suffering from a devastating ecological disaster caused by a crashed starship, the Empire offered assistance in exchange for loyalty. As a result, the native Noghri became skilled assassins and enforcers for the Empire, serving primarily under Grand Admiral Thrawn. Unbeknownst to them, the Empire secretly perpetuated the environmental crisis to maintain control. 
Sources: [legends], Atlas"
Kessel;154;11860;Hutt Space;803;381;Core;92;"Kessel (T-10, Hutt Space, 2 hyperlanes)
Geology: Planet, Hot, Humid, Barren Spice Mines, Lush Sanctuaries
Species: Dwuni, Gigoran, Human, Pyke, Twi'lek, Wookie
Economy: Slaves, Coaxium, Kesselstone, Kessoline, Spice
History: Kessel experiences significant upheaval. Known for its valuable resource, spice, the planet's mines attracted attention from various factions. Kessel's mining operations were infamous for their use of forced labor, creating a harsh environment for those enslaved there. After the Death Star's demise, the power dynamics shifted in the galaxy, affecting Kessel's operations. Various groups sought to control the spice trade, leading to competition and strife. This period saw multiple attempts by freedom fighters to liberate the workers and disrupt the oppressive system that had long held sway over Kessel. 
Sources: Solo, Clone Wars, Rebels, Battlefront 2, Atlas
"
Nal Hutta;155;11861;Hutt Space;778;448;Core;118;"Nal Hutta (S-12, Hutt Space, 4 hyperlanes)
Geology: Planet, Hot, Humid, Swamps
Species: Hutt (native), ...
Economy: Contraband, Food, High Tech, Luxury, Spice, Tourism
History: Nal Hutta maintains its status as a haven for criminals and the base of operations for the Hutt Cartel. The Hutt's criminal empire remained largely unaffected by the larger galactic conflict, as their influence extended throughout the underworld. During this period, the Hutt Cartel continued to engage in illicit activities such as smuggling, gambling, and slavery, while also forging alliances with other criminal organizations. Nal Hutta's notoriety as a hub for illicit dealings grew, attracting bounty hunters, mercenaries, and other unsavory characters seeking refuge or employment opportunities away from the ongoing struggle between the Rebel Alliance and the Galactic Empire.
Sources: Clone Wars, SWTOR, Atlas"
Nar Shaddaa;156;11862;Hutt Space;798;445;Core;119;"Nar Shaddaa (S-12, Hutt Space, 4 hyperlanes)
Geology: Moon, Ecumenopolis
Species: Gank (native), Human, Hutt, Jablogian, Palliduvan, Zabrak, Besalisk, Pa'lowick
Economy: Contraband, Spice
History: Nar Shaddaa continues to thrive as a hub of criminal activity and a refuge for those seeking to avoid the ongoing conflict between the Rebel Alliance and the Galactic Empire. Known as the ""Smuggler's Moon,"" the moon's dense urban environment provided ample opportunity for illicit dealings, attracting a diverse mix of smugglers, bounty hunters, and other underworld figures. The Hutt Cartel maintained a significant presence on Nar Shaddaa, extending their influence and power throughout the moon's various districts. As the larger galactic struggle persisted, Nar Shaddaa's reputation as a haven for those on the fringes of society remained steadfast, with its inhabitants largely unconcerned with the broader conflict.
Sources: KOTOR 2, SWTOR, Atlas
"
Quesh;157;11863;Hutt Space;801;421;Core;138;"Quesh (S-10, Hutt Space, 0 hyperlane)
Geology: Planet, Toxic
Species: -
Economy: Adrenals
History: Quesh experiences a surge in interest due to its valuable resources. The unique chemical compounds found on the planet were crucial for the production of potent and highly sought-after stimulants. Various factions vied for control over these resources, leading to a period of unrest and conflict. Although situated within a tumultuous galaxy, Quesh managed to retain its allure as a valuable source of rare chemicals. The struggle for dominance over the planet continued, as factions sought to exploit its resources for their own ends, shaping the course of its history.
Sources: SWTOR
"
Sleheyron;158;11864;Hutt Space;786;402;Core;156;"Sleheyron (S-10, Hutt Space, 4 hyperlanes)
Geology: Planet, Urban, Volcanic
Species: Hutt, Rakata, ...
Economy: Tibanna Gas, Slaves, Fuel
History: Sleheyron remains notorious for its thriving slave trade and criminal underworld activities. The planet's Hutt-controlled enterprises continued to flourish, as the Galactic Empire focused its attention elsewhere. This allowed crime lords to expand their operations and maintain control over the local population. Despite the ongoing struggle between the Empire and the Rebel Alliance, the Hutts were able to maintain their neutral position, ensuring that Sleheyron's illicit industries remained active. The planet's criminal networks remained significant, drawing individuals from across the galaxy to conduct their nefarious business and to seek opportunities in its lawless environment.
Sources: KOTOR 1, KOTOR 2, Atlas
"
Toydaria;159;11865;Hutt Space;770;429;Core;176;"Toydaria (R-11, Hutt Space, 2 hyperlanes)
Geology: Planet, Temperate, Forests, Mountains, Swamps
Species: Toydarian (native)
Economy: Consumables, Tech, Labor
History: Toydaria remains a key player in the galactic underworld due to its strategic position and the business acumen of its inhabitants. Toydarian merchants and traders continued to engage in shrewd negotiations and maintain their neutrality, allowing them to profit from both sides of the ongoing conflict. The planet's leadership skillfully navigated the volatile political landscape, ensuring the safety and prosperity of their world. Toydaria's reputation as a haven for smugglers and other illicit activities endured, and the planet remained a hub for those seeking to operate outside the confines of the law.
Sources: Clone Wars, Rebels, Atlas
"
Chardaan;160;11872;Inner Rim;581;539;Rim;28;"Chardaan (N-13, Inner Rim, 4 hyperlanes)
Geology: Planet
Species: Human
Economy: -
History: Chardaan experienced a period of increased attention from both the Rebellion and the Galactic Empire. The Empire sought to assert control and suppress dissent, while the Rebellion aimed to establish a presence to resist Imperial oppression. As a result, Chardaan became a battleground for political and military struggle, with numerous skirmishes and covert operations taking place on the surface. Amid the turmoil, Chardaan's population became divided, with some supporting the Empire and others the Rebellion. This period of unrest led to the formation of local resistance cells, further escalating tensions. The ongoing conflict significantly impacted Chardaan's society and infrastructure, leaving a lasting legacy on its inhabitants.
Sources: -"
Daalang;161;11873;Inner Rim;637;511;Rim;39;"Daalang (Q-12, Inner Rim, 4 hyperlanes)
Geology: Planet
Species: Human
Economy: -
History: Daalang experienced an influx of refugees seeking shelter from the ongoing conflict. The local government, attempting to maintain neutrality, struggled to accommodate this sudden population growth. Criminal organizations began to thrive, leading to an increase in smuggling and black market activity. The tensions between the native population and the newcomers led to civil unrest and occasional skirmishes. As the wider conflict persisted, Daalang became a hub for both intelligence gathering and covert operations, with various factions attempting to sway its allegiance or exploit its resources for their own purposes.
Sources: Atlas"
Denon;162;11874;Inner Rim;579;520;Rim;46;"Denon (N-13,Inner Rim, 4 hyperlanes)
Geology: Planet, Temperate, Urban
Species: Human (native), Rakata (native)
Economy: -
History: Denon is known for its massive cities and busy spaceports and is currently still a bustling center for trade and commerce. However, it also became a target for criminal organizations due to its strategic location and large population. Some of these organizations even established their headquarters on the planet, leading to a rise in crime and corruption. Despite these challenges, Denon remained an important hub for interstellar travel and business, attracting visitors and investors from all over the galaxy.
Sources: -"
Gamor;163;11875;Inner Rim;593;560;Rim;66;"Gamor (O-14, Inner Rim, 4 hyperlanes)
Geology: Planet
Species: -
Economy: -
History: Gamor, a world steeped in conflict and power struggles, became even more tumultuous recently. With the Empire's attention focused on the escalating galactic conflict, various factions on Gamor vied for control, leading to an increase in skirmishes and political maneuvering among the local population. During this period, the world became a hotbed of intrigue and espionage, as various groups sought to exploit the power vacuum and solidify their positions. As the larger galactic struggle unfolded, Gamor's inhabitants continued their internal battles, forging alliances, and betraying one another in a complex web of shifting loyalties. The relentless strife left a lasting impact on the world's history, shaping its legacy as a nexus of discord and ambition.
Sources: -"
Makeb;164;11876;Inner Rim;636;531;Rim;101;"Makeb (Q-13, Inner Rim, 0 hyperlane)
Geology: Planet, Stone Pillars, Mesas, Plateaus
Species: Chagrian, Human, Twi'lek, Weequay, Zabrak, ...
Economy: Minerals, Isotope-5
History: Makeb remains relatively unscathed by the unfolding events. The inhabitants focused on maintaining their independence and neutrality, fostering a thriving society. Makeb's advanced technology, particularly in the fields of medicine and engineering, allowed the planet to develop a strong self-sustaining infrastructure. As a result, Makeb continued to grow in prominence as a hub of commerce and knowledge, attracting the attention of various factions. Despite the conflict raging across the galaxy, Makeb's citizens were committed to remaining impartial and focused on their own affairs, thereby ensuring the stability and prosperity of their world.
Sources: [legends], SWTOR"
Manaan;165;11877;Inner Rim;595;485;Rim;103;"Manaan (O-11, Inner Rim, 0 hyperlane)
Geology: Planet, Temperate, Oceans, Islands
Species: Selkath (native), Aqualish, Gamorrean, Gran, Human, Ithorian, Nikto, Rodian, Twi'lek, Rakata
Economy: Building Materials, Food, Tech, Clothing, Kolto, Seafood, Tourism
History: Manaan maintains its status as a neutral world, capitalizing on its control over the valuable healing substance, kolto. The planet's government, the Selkath, continued to ensure the sale and distribution of kolto to various factions throughout the galaxy, earning substantial revenue and maintaining their neutrality. Despite the ongoing conflict, Manaan's leaders focused on preserving their sovereignty, strictly enforcing their neutrality and protecting their resource from external threats. The world's unique position allowed it to remain relatively unscathed by the wider galaxy's struggles, providing a haven for those seeking refuge from the chaos.
Sources: KOTOR 1, SWTOR"
Milagro;166;11878;Inner Rim;613;562;Rim;106;"Milagro (O-14, Inner Rim, 4 hyperlanes) 
Geology: Planet, Slag
Species: Human
Economy: -
History: Milagro experiences a period of transition and change. The conflict between the Empire and the Rebel Alliance reached the remote world, leading to an increased military presence in the region. The Empire's control over the planet led to various resistance movements forming, seeking to restore freedom and autonomy to Milagro's citizens. Despite being largely agricultural in nature, Milagro's strategic position and valuable resources made it a sought-after location for both sides of the conflict. The planet's inhabitants became increasingly determined to resist the Empire's oppressive rule, contributing to the broader struggle for galactic freedom.
Sources: -"
Mimban;167;11879;Inner Rim;603;505;Rim;107;"Mimban (O-12, Inner Rim, 2 hyperlanes)
Geology: Planet, Humid, Mud fields, Rainforests, Swamps
Species: Greenie (native), Mimbanese (native), Coway (native), Human
Economy: Hyperbaride, Food, Industrial Equipment, Dolovite, Swamp Gas
History: Mimban's history was marked by continued conflict and instability. The Empire's presence on the world persisted, as they sought to exploit the valuable resources found in its deep mines. Despite the harsh conditions, the local population resisted Imperial rule, joining forces with various resistance factions to counter the oppressive regime. The ongoing struggle for control over Mimban resulted in the planet becoming a battleground for skirmishes between the Empire and the Rebel Alliance. Amid the chaos, ordinary inhabitants experienced numerous hardships and loss, while their planet remained a focal point in the wider galactic conflict.
Sources: The Clone Wars, Solo, Atlas
"
Pasaana;168;11880;Inner Rim;607;528;Rim;133;"Pasaana (O-13, Inner Rim, 0 hyperlane)
Geology: Planet, Arid, Desert, Dunes, Shrubland, Mountains
Species: Aki-Aki (native)
Economy: -
History: Pasaana maintains its existence as a remote desert world, largely undisturbed by the galactic conflict between the Empire and the Rebel Alliance. The native Aki-Aki people continued to preserve their traditional way of life, holding their colorful and vibrant Festival of the Ancestors every 42 years. This celebration served as a testament to the resilience and cultural identity of the Aki-Aki people despite their isolation. As the wider galaxy engaged in a tumultuous struggle, Pasaana and its inhabitants remained relatively secluded, their lives focused on their own traditions and their planet's unique environment.
Sources: Episode 9
"
Vandor;169;11881;Inner Rim;633;556;Rim;185;"Vandor (P-14, Inner Rim, 0 hyperlane)
Geology: Planet, Frigid, Mountains, Plains, Fast-flowing Rivers
Species: -
Economy: -
History: Vandor remains a remote, sparsely populated world with a limited but enduring presence. This icy and mountainous world, known for its treacherous landscapes, attracted outlaws and others seeking refuge from the galaxy's conflicts. The world's infamous coaxium mines, a valuable resource for fuel, saw a decrease in demand due to the changing galactic landscape. As a result, the region's significance and potential for exploitation lessened. Nevertheless, the inhabitants of Vandor persisted in their efforts to survive in the harsh environment and maintain a low profile amid the ongoing power struggles.
Sources: Solo"
Agamar;170;11888;Mandalorian Space;533;192;Core;2;"Agamar (M-5, Mandalorian Space, 4 hyperlanes)
Geology: Planet, Cold, Rocky, Forests
Species: Human
Economy: -
History: Agamar, once known for its agrarian society, underwent significant transformation. The planet's inhabitants experienced a boost in morale as the tide of galactic conflict shifted. In this period, Agamar served as a safe haven for refugees and contributed to the rebuilding of destroyed worlds. Local defense forces were also formed to protect the population and ensure stability. Notable individuals, including key military figures, visited Agamar for strategic discussions, making the world an essential gathering point. Despite its newfound prominence, Agamar managed to maintain its agricultural traditions, sustaining both its people and those in need throughout the galaxy.
Sources: Clone Wars, Rebels
"
Ajan Kloss;171;11889;Mandalorian Space;513;200;Core;4;"Ajan Kloss (L-5, Mandalorian Space, 0 hyperlane)
Geology: Moon, Humid, Jungle, Forests, Cliffs, Valleys, Grottos, Oceans
Species: Human, Caphex, Cyclorrian, Mohsenian, Mythrol, Reesarian, Shahkirin, Talpiddian, Tarsunt
Economy: -
History: Ajan Kloss, once a relatively obscure world, gained prominence as a strategic location for military operations. In the aftermath of a significant space station's destruction, the Rebel Alliance established a base on the planet, using its dense forests and remote nature as cover. This base, called the Resistance Base, became essential for planning and launching missions against the oppressive regime. Over time, the planet's importance grew as it housed crucial assets and served as a training ground for young aspiring pilots and warriors. As the struggle between the forces of tyranny and freedom continued, Ajan Kloss remained a vital stronghold for those fighting for justice and peace.
Sources: Episode 9
"
Celanon;172;11890;Mandalorian Space;571;205;Core;26;"Celanon (O-6, Mandalorian Space, 4 hyperlanes)
Geology: Planet, Temperate, Forests, Plains, Urban Sprawl, Oceans
Species: Nalroni (native), Bith, Duro, Human
Economy: Luxury, Bulk, Food
History: Celanon is experiencing a surge in prosperity. There is increased commerce and trade, as the region's stability improves. Famed for its lush forests and shimmering seas, the world became a popular destination for travelers seeking relaxation and cultural exchange. The inhabitants, known for their expertise in various artistic disciplines, contributed greatly to the cultural renaissance. The ruling council implemented policies that promoted education and infrastructure development, further enhancing the world's allure. Despite occasional skirmishes, this period of peace and prosperity continued, attracting diverse individuals and fostering a rich, thriving society.
Sources: SWTOR
"
Concord Dawn;173;11891;Mandalorian Space;561;265;Core;32;"Concord Dawn (O-7, Mandalorian Space, 0 hyperlane)
Geology: Planet, Deserts, Forests, Jungles, Plains
Species: Human, Devaronian
Economy: -
History: Concord Dawn remains largely unaffected by the events of the Galactic Civil War. The planet maintained its independence, and its inhabitants continued to live their lives as they had before. The planet had a history of conflicts between the local factions and outside forces. However, the conflict subsided as the galaxy focused on the escalating war between the Empire and the Rebel Alliance. Concord Dawn remained a remote and largely unexplored world, with its natural resources largely untapped by the galaxy at large.
Sources: Clone Wars, Rebels
"
Corsin;174;11892;Mandalorian Space;537;269;Core;34;"Corsin (M-7, Mandalorian Space, 3 hyperlanes)
Geology: Planet
Species: Rakata, Human, ...
Economy: Metals, Food
History: Corsin experienced a period of tumult. The Galactic Empire, determined to regain control and impose order, dispatched military forces to quash any dissent. This led to a series of skirmishes and conflicts with local resistance groups, who sought to resist the Empire's oppressive regime. Throughout this period, Corsin became a focal point for the formation of alliances among various factions. The strategic importance of the location attracted attention from both the Empire and the nascent Rebel Alliance, causing the battle for control to intensify. Despite these challenges, Corsin's inhabitants displayed remarkable resilience and adaptability. Their resourcefulness allowed them to persevere through the trials and tribulations of the time, contributing significantly to the ongoing struggle against the Empire. In the wake of the Death Star's destruction, Corsin's history was marked by conflict, resilience, and a determination to resist tyranny.
Sources: Atlas
"
Dathomir;175;11893;Mandalorian Space;552;217;Core;42;"Dathomir (O-6, Mandalorian Space, 0 hyperlane)
Geology: Planet; Temperate, Varied
Species: Dathomirian (native), Fromprath (native), Human, Zabrak, Zeffo, Toydarian
Economy: Ore
History: Dathomir, home to the Force-sensitive Nightsisters and Zabrak Nightbrothers, is seeing significant changes. With the weakening of the Galactic Empire, the Nightsisters sought to increase their influence, using their dark side Force abilities to manipulate events and gain power. As the Galactic Civil War rages on, the planet has become a battleground for various factions, with skirmishes occurring both on the surface and in orbit. Despite these conflicts, Dathomir's rich culture and traditions remained intact, its inhabitants continuing to practice their unique blend of mysticism and combat.
Sources: Clone Wars, Rebels, Star Wars Galaxies, Atlas
"
Ithor;176;11894;Mandalorian Space;523;233;Core;80;"Ithor (M-6, Mandalorian Space, 2 hyperlanes)
Geology: Planet, Humid, Jungles
Species: Ithorian (native), Bafforr Tree (native), Vesuvague Tree (native), Reek
Economy: Raw Materials, Tech, Botanicals, Food, Medicine, Rare Goods, Spices
History: Ithor remained renowned for its lush environment and the harmonious relationship its inhabitants shared with nature. As the Galactic Civil War continued, the pacifist Ithorians sought to distance themselves from the conflict. However, their expertise in agriculture, ecology, and technology attracted attention from both the Galactic Empire and the Rebel Alliance. While the Ithorians attempted to maintain neutrality, they found themselves under increasing pressure to choose a side. Amidst the turmoil, they endeavored to preserve their unique culture and deep connection to their world, striving to maintain balance and peace in a galaxy at war.
Sources: Atlas"
Mandalore;177;11895;Mandalorian Space;571;247;Core;104;"Mandalore (O-7, Mandalorian Space, 3 hyperlanes)
Geology: Planet, Storms, Crystals, Glass, Trinitite
Species: Alamite (native), Human
Economy: Raw Materials, Mercenaries, Starships
History: Mandalore experiences a period of political instability. The Mandalorians, historically known for their warrior culture and prowess, faced internal strife as various factions within the society vied for power and influence. As the Empire and the Rebel Alliance continued their struggle, Mandalore's leaders sought to maintain the world's autonomy and avoid becoming entangled in the larger galactic conflict. Despite these efforts, the planet's strategic importance and cultural significance made it a target for both sides, resulting in skirmishes and covert operations on Mandalorian soil. Throughout this period, Mandalore's proud warrior tradition persisted, shaping its political landscape and impacting the galaxy's balance of power. Realizing that they would never fully control Mandalore and fearful of allowing the Mandalorians to unite with other seditious, the empire proceed to bombard the planet into submission in an event referred to as the Purge of Mandalore.
Sources: The Mandalorian, Clone Wars, Rebels, Atlas
"
Taris;178;11896;Mandalorian Space;552;242;Core;167;"Taris (N-7, Mandalorian Space, 0 hyperlane)
Geology: Planet, Temperate, Urban Sprawl
Species: Nekghoul (native), ...
Economy: Food, Raw Materials, Luxury, Tarisian Ale, Tech
History: Taris remains a shadow of its former glory, its upper levels in ruins from a past catastrophe. The once-thriving ecumenopolis, known for its towering skyscrapers and bustling population, now served as a somber reminder of the dangers of conflict and unchecked ambition. Although some hardy survivors and outcasts managed to eke out a living in the lower levels, the planet never truly recovered its former prominence. Despite the ongoing war between the Empire and the Rebel Alliance, Taris remained largely uninvolved, its strategic and economic importance significantly diminished due to the devastation it had experienced.
Sources: KOTOR 1, SWTOR
"
Vinsoth;179;11897;Mandalorian Space;552;195;Core;186;"Vinsoth (N-5, Mandalorian Space, 4 hyperlanes)
Geology: Planet, Semi-Tropical, Temperate, Deserts, Grassy Plains, Mountains, Polar Ice Caps
Species: Chev (native), Chevin (native)
Economy: -
History: Vinsoth remains a largely peaceful and agrarian world, notable for its unique and exotic flora. This tranquility allowed its inhabitants to continue their traditional way of life, with minimal interference from the broader galactic conflicts. While Vinsoth was not directly involved in the struggle between the Rebellion and the Empire, the planet's rich biodiversity and its potential for scientific research attracted scholars and researchers. This led to a discreet exchange of knowledge between Vinsoth and other worlds, helping to preserve its cultural identity and scientific heritage during this turbulent period.
Sources: Atlas"
Ansion;180;11904;Mid Rim North;349;239;Core;7;"Ansion (I-6, Mid Rim North, 4 hyperlanes)
Geology: Planet, Grassy Plains, Hills, Plateau
Species: Ansionian (native), Gwurran (native), Armalat, Human, Hutt
Economy: Consumer Goods, Tech, Food, R'rüker'at Knives, Textiles
History: Ansion, a member of the Galactic Republic, became a significant location during this period of turmoil and conflict. As the galaxy struggled to regain stability, Ansion's inhabitants worked to maintain peace and foster cooperation amongst themselves. The planet's terrain, featuring vast grasslands and scattered forests, provided a perfect setting for diplomatic meetings and gatherings. Additionally, Ansion became known for its unique bioluminescent flora, which attracted researchers from across the galaxy. The combination of diplomatic efforts and scientific exploration helped the planet forge strong ties with neighboring systems, contributing to its continued stability and prosperity.
Sources: Atlas
"
Borosk;181;11905;Mid Rim North;380;204;Core;18;"Borosk (K-5, Mid Rim North, 4 hyperlanes)
Geology: Planet
Species: Human
Economy: -
History: Borosk experiences significant upheaval. As a battleground between the Rebel Alliance and the Galactic Empire, the locale became a vital strategic location for both factions. The Empire established a military presence to secure their interests, constructing bases and fortifications to maintain control. In response, the Rebel Alliance initiated covert operations, instigating uprisings among local inhabitants. Conflict arose as the native population fought for autonomy, leading to tense and precarious political conditions. Despite their struggles, the inhabitants demonstrated resilience and adaptability, fostering a burgeoning sense of unity and resistance against the Empire's oppressive regime. The environment remained largely unchanged throughout this tumultuous period.
Sources: -"
Earth;182;11906;Mid Rim North;390;226;Core;54;"Earth (K-6, Mid Rim North, 0 hyperlane)
Geology: Planet, Oceans, Landmasses
Species: Human (native)
Economy: Tourism
History: Through the Star Tours spaceline, Earth was connected to other worlds such as Coruscant, Kashyyyk, Naboo, Hoth, Geonosis and Tatooine. Earth also acted as a hub for flights to Endor, prior to Star Tours being shut down. It was also known as Urthha by some. It was composed of various nation-states, with the Intergalactic Passport being useless as a planetary passport for any of these nation-states.
Sources: [legends]
"
Glee Anselm;183;11907;Mid Rim North;356;257;Core;71;"Glee Anselm (J-7, Mid Rim North, 2 hyperlanes)
Geology: Planet, Jungle, Grassy Fields, Mountains, Oceans
Species: Anslemi (native), Nautolan (native)
Economy: Tech, Food, Medicine, Water
History: Glee Anselm experiences a period of relative calm and prosperity. The inhabitants maintained their autonomy from the Galactic Empire, avoiding direct conflict or occupation. The planet's unique blend of land and sea environments allowed its aquatic and land-dwelling inhabitants to coexist harmoniously, with both benefiting from the diverse ecosystem. During this time, Glee Anselm became a popular destination for refugees and individuals seeking sanctuary from the Empire. The local government remained largely neutral in the ongoing conflict between the Rebel Alliance and the Empire, focusing on maintaining the planet's stability and self-sufficiency. As tensions escalated across the galaxy, Glee Anselm served as a symbol of hope and resilience, inspiring others to resist tyranny and oppression.
Sources: Clone Wars
"
Iridonia;184;11908;Mid Rim North;377;246;Core;78;"Iridonia (J-7, Mid Rim Nort, 0 hyperlane)
Geology: Planet, Arid, Acid Pools, Windy Canyons
Species: Zabrak (native)
Economy: Food, Tech, Yarrock
History: Iridonia continues to be known for its martial traditions and strong warrior culture. As the Galactic Empire exerted its control, the native Zabrak population faced challenges, though they remained fiercely independent. With the ongoing Galactic Civil War, Iridonia's warrior expertise became increasingly valuable. Both the Empire and the Rebel Alliance sought to recruit or conscript Iridonian warriors for their respective causes, tapping into their formidable combat skills. Amidst the shifting political landscape, Iridonia maintains its unique identity, navigating the complexities of the galactic conflict while preserving its storied martial legacy.
Sources: Atlas
"
Kaller;185;11909;Mid Rim North;400;197;Core;86;"Kaller (K-5, Mid Rim North, 0 hyperlane)
Geology: Planet, Temperate, Forests, Mountains
Species: Kalleran (native)
Economy: Rare Minerals, Kallnut Hardwood
History: Kaller experiences a period of relative peace and stability. As the Galactic Civil War continued, the planet managed to maintain a degree of autonomy, avoiding direct involvement in the wider conflict. The Kallerans, known for their adaptability, focused on fostering trade and commerce with neighboring systems, seeking to benefit from their strategic position. Kaller's resilience and resourcefulness allowed its inhabitants to navigate the uncertainties of the galactic conflict, leveraging their skills and resources to maintain their way of life. Throughout the war, Kaller remained a bastion of self-sufficiency, standing apart from the larger struggle.
Sources: Clone Wars, Rebels"
Keitum;186;11910;Mid Rim North;358;220;Core;91;"Keitum (J-6, Mid Rim North, 1 hyperlane)
Geology: Planet
Species: -
Economy: -
History: Keitum was relatively unaffected by the recent events. A modest, unassuming world, it remained distant from the significant events and conflicts of the galaxy. Consequently, it continued to develop its own unique culture, politics, and traditions. Keitum's society thrived during this period, as its inhabitants lived in relative peace and harmony. The world managed to avoid the attention of major galactic powers, allowing it to focus on its own growth and prosperity. As the galaxy continued to change and evolve, Keitum remained an example of stability and self-sufficiency.
Sources: Rebels
"
Mygeeto;187;11911;Mid Rim North;391;180;Core;115;"Mygeeto (K-5, Mid Rim North, 2 hyperlanes)
Geology: Planet, Frozen, Frigid, Crystalline
Species: Lurmen (native), Muun
Economy: Food, Tech, Crystals
History: Mygeeto, a once-prosperous banking world, faces a period of instability. The planet had been embroiled in a fierce battle during the Clone Wars, and its infrastructure had suffered extensive damage. With the rise of the Galactic Empire, reconstruction efforts were slow, and the planet's inhabitants struggled to regain their former status. The Empire established a presence on Mygeeto to maintain order and secure its resources. Despite the challenges, the inhabitants of Mygeeto persevered, working to rebuild their world while navigating the complexities of life under Imperial rule.
Sources: Episode 3, Rebels, Atlas"
Ord Mantell;188;11912;Mid Rim North;406;253;Core;127;"Ord Mantell (L-7, Mid Rim North, 3 hyperlanes)
Geology: Planet, Temperate, Plains, Jungles, Seas, Mesas, Volcanic Islands, Urban
Species: Mantellian Savrip (native), ...
Economy: Food, Raw Materials, Tech, Manufactured Goods
History: Ord Mantell became a haven for smugglers, bounty hunters, and others seeking refuge from the watchful eyes of the Empire. Its strategic location near major trade routes made it a popular stopover for various factions. With a growing criminal underworld, the world's reputation as a lawless spaceport became more pronounced. Tensions between the Empire and those who opposed its rule escalated, with skirmishes and covert operations becoming commonplace on Ord Mantell. Despite this, its colorful history and vibrant culture continued to attract a diverse population, contributing to the planet's unique character.
Sources: Clone Wars, SWG, SWTOR
"
